Patient ID,Visit#.x,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Breed,Sex (0 = female; 1 = male),Neuter status (0 = castrated; 1 = not castrated),Age,Weight (kg),Color (0 = yellow/dark yellow/amber; 1 = straw; 2 = red/pink; 3 = brown/light & dark brown; 4 = other),Clarity (0 = clear; 1 = opaque/cloudy; 2 = SLhazy; 3 = hazy),USG,PH,Protein,Glucose,Ketones,Creatinine,Bilirubin...19,Hemoprotein,Sediment Vol,Volume,Lipid Layer,WBC (simplified),Pyuria (1 if >/=4),RBC (simplified),Crystals (0 = none 1 = rare; 2 = few; 3 = mod; 4 = many),Unknown,Amorphous,Phosphate,CaOx,Oxalate,Triple Phos,Ca Phos,Bilirubin...35,Struvite,Ca Carbonate,Ammonium biurate,Ammonium Urate,Tyrosine,Uric acid,Cholesterol,Cystine,Starch,Na urate,Urate,Biurate,Hemoglobin,Talcom,Epithelial Cells-Transitional,Epithelial Cells-Squamous,Epithelial Cells-Renal,Epithelial Cells-Caudate,Casts-Hyaline,Casts-Granular,Casts-Waxy,Casts-Cellular,Bacteria quantity,Bac Type,Lipid Droplets,Sperm,Growth (0 = growth),1st Organism Grown,Amount (organism/mL)...64,2nd Organism Grown,Amount (organism/mL)...66,3rd Organism Grown,Underlying conditions (no = 0; yes = 1),Number of vet visits,Hospitalization (no = 0; yes = 1),Duration of hospitalization (days),Antimicrobial therapy (no = 0; yes = 1),Duration of therapy (days)
480734,6596CQ,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-ROTT,1,0,7.4,56,0,3,1.023,7,150,0,0,0,1,150,0,4,0,3,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,1,1,1,10,0,0
480757,6773CQ,Proteus vulgaris,Proteus,>8,,K9-C B RET,0,0,6.4,33.8,0,2,1.047,7,25,0,0,0,3,150,0,5,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,Proteus Vulgaris,1 x 10^5,Hemolytic E. Coli,1 x 10^5,,1,1,1,35,0,0
480850,2464CR,E. coli non-hemolytic,E. Coli,>8,R,K9-X,0,0,8.5,9,0,3,1.011,8,0,0,0,0,0,10,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,>1 x 10^5,,,,1,1,0,0,1,14
480907,7336CQ,Enterococcus faecalis,Enterococci,1,,K9-X,0,0,7.1,30,0,2,1.018,8,0,0,0,0,0,0,0,4,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,0,0,0,1,28
480968,7842CQ,E. coli non-hemolytic,E. Coli,2,S,K9-X/TERRIER,0,0,5,16.5,0,1,1.014,7,0,0,0,0,0,10,0,5,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2,0,0,E. Coli,1 x 10^5,Pseudomonas Aeruginosa,1 x 10^5,Enterococcus Faecalis,1,2,1,7,0,0
481029,6309CZ,E. coli non-hemolytic,E. Coli,>8,R,K9-SHIH TZU,1,0,14.9,4.6,0,3,1.022,8,0,0,0,0,0,10,0,5,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^4,Enterococcus Faecium,1 x 10^4,E. Coli (2nd type),1,0,0,0,1,38
481429,9495CQ,Pseudomonas aeruginosa,Pseudomonas,>8,,K9-MALAMUTE,0,0,7,54,0,0,1.008,6,0,0,0,0,0,50,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,Pseudomonas Aeruginosa,1 x 10^5,Moraxella sp,1 x 10^3,,0,1,1,5,0,0
481448,9517CQ,Staph intermedius group,Staphylococcus,<=0.25,,K9-YORK TER,0,1,0.3,1.8,0,2,1.032,7,75,0,0,0,0,250,0,2,1,20,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,Staphylococcus Intermedius group,1 x 10^5,,,,1,1,0,0,1,24
481490,74172EM,E. coli hemolytic,E. Coli,4,S,K9-X,0,0,12.4,21.5,0,3,1.022,6,75,0,0,0,0,150,0,4.5,0,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^3,,,,1,1,1,7,0,0
481541,74372EM,Salmonella group - B,Salmonella,2,,K9-X,1,0,5.5,24.5,0,2,1.046,7,500,0,0,0,1,10,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,Salmonella Typhimurium,1 x 10^2,,,,1,6,1,1,0,0
481596,74238EM,Staph intermedius group,Staphylococcus,<=0.25,,K9-MASTIFF,1,1,0.8,56.7,0,0,1.023,5,0,0,0,0,3,250,0.1,4,0,3,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Intermedius group,1 x 10^4,,,,1,1,1,8,0,0
481598,49CR,E. coli hemolytic,E. Coli,>8,R,K9-GOLD RET,0,0,11.8,24,0,3,1.031,7,0,0,0,0,1,10,0,5,1,50,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,1,0,0,0,1,14
481628,3488DF,Proteus mirabilis,Proteus,1,,K9-DACH,0,0,8.4,9,0,3,1.017,7,25,0,0,0,0,10,0,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,NSO,1 x 10^3,,,,0,2,1,9,1,3
481645,472CR,E. coli hemolytic,E. Coli,4,S,K9-LAB,0,0,4.8,28,0,1,1.04,8,0,0,5,0,1,0,0,4.5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,>1 x 10^5,Enterococcus sp,>1 x 10^5,,1,1,1,4,1,7
481700,9936CR,E. coli hemolytic,E. Coli,2,S,K9-CHI,0,0,1.9,9.1,0,1,1.038,7,0,0,0,0,0,10,0,5,1,50,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,Enterococcus Faecium,1 x 10^5,Hemolytic E. Coli,1 x 10^5,Hemolytic E. Coli (2nd type),0,7,0,0,0,0
481733,912CR,Enterococcus faecalis,Enterococci,1,,K9-DACH,0,0,4,6.8,0,1,1.015,8,25,0,0,0,0,250,0,5,1,100,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,2,0,0,Proteus Mirabilis,1 x 10^5,Enterococcus Faecalis,1 x 10^5,Staphylococcus Pseudintermedius,1,1,1,22,0,0
481788,74268EM,E. coli hemolytic,E. Coli,2,S,K9-DACH,0,0,12.5,5.9,0,2,1.025,5,0,0,0,0,0,150,0,3,1,20,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,2,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,1,1,1,7,0,0
481958,1192CR,Proteus mirabilis,Proteus,0.5,,K9-X/CHOW,0,0,5.1,25.8,3,1,1.04,7,150,0,0,0,0,150,0.2,2,0,100,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,0,0,1,2,0,0
482085,4223CR,E. coli hemolytic,E. Coli,>8,R,K9-ROTT,0,1,0.6,33.5,1,3,1.011,8,75,0,0,0,0,250,0,2,0,100,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Hemolytic E. Coli,3.2 x 10^3,,,,0,1,1,4,0,0
482152,3104CR,Staph intermedius group,Staphylococcus,<=0.25,,K9-CHI,0,0,6.5,6.7,0,1,1.019,8,150,0,0,0,0,250,0,1.5,0,100,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,2,0,0,Staphylococcus Intermedius group,1 x 10^5,,,,1,1,0,0,1,21
482250,3277CR,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-MIN PIN,1,0,4.5,3.7,2,1,1.014,7,500,50,0,0,0,250,0,5,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Staphylococcus Pseudintermedius,3 x 10^2,,,,1,1,1,7,0,0
482264,74393EM,E. coli hemolytic,E. Coli,2,S,K9-LAB,1,1,8,34,0,1,1.013,8,500,0,0,0,0,250,0,5,0,10,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,3,0,Hemolytic E. Coli,1 x 10^5,,,,0,1,1,3,0,0
482426,1667CR,Enterococcus faecalis,Enterococci,1,,K9-FR BULL,0,0,2,12,0,3,1.042,6,75,0,0,0,3,250,0.1,4,1,50,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,Enterococcus Faecalis,>1 x 10^5,Enterococcus Faecium,1 x 10^4,,1,1,1,5,0,0
482454,2353DI,Staphylococcus aur. ss aureus,Staphylococcus,<=0.25,,K9-X/GER SHEP/MALINOIS,1,1,12.2,32,0,1,1.032,8,100,0,0,0,3,150,0,5,1,50,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,0,0,Staphylococcus Aureus,1 x 10^5,,,,0,1,1,17,0,0
482611,75112EM,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-BOST TER,0,0,13.8,8.8,0,2,1.039,7,500,0,0,0,0,50,0,4,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,2 x 10^2,,,,1,1,0,0,0,0
482652,4517CR,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-COCKER,0,0,9.5,13,2,1,1.027,8,500,0,0,0,0,250,0,1,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,Streptococcus Canis,1 x 10^5,Staphylococcus Pseudintermedius,1,0,0,0,0,0
482659,4565CR,E. coli non-hemolytic,E. Coli,4,S,K9-E COCKER,0,0,11.5,19.9,0,1,1.031,9,0,0,0,0,0,0,0,5,1,100,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^3,,,,0,0,0,0,0,0
482783,5633CR,Staph intermedius group,Staphylococcus,<=0.25,,K9-GER SHEP,1,1,8.6,39.3,0,3,1.039,7,500,0,5,0,3,150,0,3.5,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,2,0,Staphylococcus Intermedius group,1 x 10^2,,,,0,1,1,6,0,0
482835,5618CR,E. coli hemolytic,E. Coli,>8,R,K9-PIT BULL TERRIER,0,0,10.3,18.6,0,2,1.015,5,500,0,0,0,0,250,0,3.5,1,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,2,0,0,Hemolytic E. Coli,1 x 10^5,Bacillus,1 x 10^2,,1,5,1,16,1,21
482999,6740CR,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,1,0,7.6,8.3,0,1,1.038,8,75,0,0,0,0,150,0,5,1,100,1,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,3,1,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,Pasteurella Canis,1 x 10^3,,1,1,1,2,0,0
483006,74594EM,Micrococcus Sp.,Micrococcus,,,K9-X,0,0,9.6,37,1,2,1.01,5,75,0,0,0,0,150,0,5,0,3,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Micrococcus,1 x 10^2,,,,1,2,1,2,1,10
483059,479407M,Enterococcus faecalis,Enterococci,2,,K9-X/TERRIER/SHIH TZU,0,0,4.6,17.1,0,1,1.034,8,75,0,0,0,0,250,0,3.5,1,100,1,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,3,2,0,0,Staphylococcus Pseudintermedius,1 x 10^5,Enterococcus Faecalis,1 x 10^5,,1,2,0,0,0,0
483064,7536CR,E. coli non-hemolytic,E. Coli,4,S,K9-X,0,1,13.2,9.6,0,2,1.021,6,0,0,0,0,0,10,0,1,1,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,>1 x 10^5,,,,0,1,0,0,0,0
483089,7676CR,E. coli hemolytic,E. Coli,4,S,K9-DOGUE DE BORDEAUX,0,0,3.6,44,0,2,1.025,8,0,0,0,0,0,10,0,5,1,20,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,Hemolytic E. Coli,>1 x 10^5,,,,0,1,0,0,0,0
483306,3341CX,Bacillus,Bacillus,,,K9-COCKER,0,0,12.5,19.8,0,0,1.015,7,150,0,0,0,0,50,0,3.5,1,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,Bacilly,1 x 10^2,,,,1,1,1,1,0,0
483352,8395CR,Klebsiella pneumoniae,Klebsiella,8,,K9-CHI,0,0,4.1,8.2,0,1,1.01,7,0,0,0,0,0,10,0,4,1,50,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,Klebsiella Pneumoniae,1 x 10^5,Streptococcus Bovis-Equinus Complex,1 x 10^5,Enterococcus Faecalis,1,0,0,0,1,14
483356,8366CR,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,K9-BEAGLE,0,0,12.1,13.7,0,2,1.012,7,25,0,0,0,0,10,0,4.5,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,Coagulase Negative Staphylococcus,1 x 10^2,,,,1,3,0,0,1,24
483432,8510CR,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-X,0,0,12,36,3,1,1.026,7,150,0,5,0,3,250,0,5,1,10,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,1 x 10^3,,,,1,1,0,0,1,10
483437,8523CR,Enterococcus faecalis,Enterococci,1,,K9-LAB,0,0,6.9,50,0,3,1.031,7,0,0,5,0,0,0,0,5,1,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,Enterococcus Faecalis,>1 x 10^5,,,,0,0,0,0,0,0
483465,8379CR,Proteus mirabilis,Proteus,1,,K9-CV KC SPAN,0,0,11.3,7.4,1,2,1.013,6,0,0,0,0,0,0,0,4,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Proteus Mirabilis,3.3 x 10^3,,,,0,3,0,0,0,0
483544,4720CT,E. coli non-hemolytic,E. Coli,1,S,K9-X,0,0,8.4,29,0,2,1.008,8,25,0,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,E. Coli,1 x 10^5,,,,0,0,0,0,0,0
483594,74717EM,Pasteurella canis,Pasteurella,<=0.25,,K9-AUS CTL,1,1,0.2,6.8,2,1,1.012,7,75,0,0,0,0,250,0,4,0,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,Pasteurella Canis,1 x 10^5,Mycoplasma,1 x 10^4,,1,2,1,1,0,0
483656,1420CS,Proteus mirabilis,Proteus,1,,K9-X/BASENJI,0,0,15.7,6.5,0,1,1.03,7,75,0,0,0,1,250,0,5,1,100,1,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,2,2,0,0,Proteus Mirabilis,1 x 10^5,,,,1,3,1,2,1,7
483723,3140CS,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-HUSKY,1,0,3.7,32.9,1,2,1.006,7,0,0,0,0,0,0,0,4.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Staphylococcus Pseudintermedius,1 x 10^3,,,,1,5,1,4,1,17
483983,699CS,E. coli hemolytic,E. Coli,8,S,K9-LAB,1,0,11.1,38.4,0,2,1.017,6,150,0,0,0,0,10,0,5,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,1,1,4,0,0
484061,1784CS,Enterococcus faecalis,Enterococci,1,,K9-HUSKY,0,1,0.5,13,0,0,1.012,7,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Enterococcus Faecalis,6 x 10^2,,,,1,1,0,0,1,28
484124,74874EM,Proteus mirabilis,Proteus,1,,K9-MASTIFF,0,0,5.4,57.6,0,1,1.026,8,150,0,0,0,1,250,0.1,5,0,20,1,100,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,Proteus Mirabilis,1 x 10^5,,,,1,1,1,1,0,0
484130,1921CS,Streptococcus canis,Streptococcus,<=0.25,,K9-LAB,0,1,0.4,16.5,0,2,1.027,8,0,0,0,0,0,0,0,4,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Streptococcus Canis,7 x 10^2,,,,1,1,0,0,1,77
484165,2242CS,E. coli non-hemolytic,E. Coli,4,S,K9-BULLDOG,0,0,10.3,45.4,0,2,1.024,8,0,0,0,0,0,50,0,5,1,10,1,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,>1 x 10^5,,,,0,1,0,0,1,10
484170,7117CS,Proteus mirabilis,Proteus,1,,K9-BULLDOG,0,0,7.8,48,0,1,1.021,8,75,0,0,0,0,250,0,3,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,0,0,Proteus Mirabilis,1 x 10^4,Enterococcus Faecalis,1 x 10^4,Enterococcus sp,0,1,1,2,0,0
484255,2525CS,Cronobacter,Cronobacter,,,K9-CHI,1,1,4.7,3.8,0,3,1.018,6,150,0,0,0,0,250,0,4.5,0,10,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,Cronobacter,1 x 10^2,,,,1,1,1,7,0,0
484286,2804CS,E. coli non-hemolytic,E. Coli,4,S,K9-WEIMARANER,1,0,11.1,28.1,0,1,1.043,7,500,0,0,0,0,50,0,4.5,1,20,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,3,0,0,E. Coli,1 x 10^5,,,,1,1,0,0,0,0
484302,3065CS,Staph intermedius group,Staphylococcus,<=0.25,,K9-BOXER,0,0,5.3,29,0,1,1.034,7,75,0,0,0,0,150,0,2.5,1,100,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,Staphylococcus Intermedius group,1 x 10^5,,,,0,0,0,0,0,0
484327,3054CS,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-AUS CTL,1,0,9,25.4,0,2,1.036,7,25,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,Enterococcus Faecium,>1 x 10^5,,1,1,1,17,0,0
484555,5919DL,E. coli hemolytic,E. Coli,>8,R,K9-COCKER,0,1,0.7,6,0,1,1.011,8,15,0,0,0,0,250,0,5,1,50,1,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,0,1,0,0,1,7
484737,738DC,E. coli non-hemolytic,E. Coli,>8,R,K9-BULLDOG,0,0,7.1,34.2,0,1,1.048,6,25,0,0,0,0,250,0,5,1,50,1,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,E. Coli,1 x 10^4,,,,1,3,1,1,0,0
484768,794CT,Streptococcus canis,Streptococcus,,,K9-PUG,1,1,10.1,8.3,0,2,1.03,7,0,0,0,0,1,10,0,5,0,10,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,2,0,Streptococcus Canis,1 x 10^5,Streptococcus Canis,1 x 10^3,,0,0,1,1,0,0
484838,5789CS,Enterococcus faecalis,Enterococci,1,,K9-STAF TER,0,0,7.5,36.7,0,1,1.015,7,25,0,0,0,0,250,0,4.5,0,50,1,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Enterococcus Faecalis,1 x 10^3,,,,1,2,1,5,0,0
484875,2808CU,Mycoplasma Sp.,Mycoplasma,,,K9-SHIH TZU,1,0,5.8,6.6,0,3,1.012,7,25,0,0,0,0,250,0,5,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,Mycoplasma,1 x 10^5,,,,1,0,0,0,0,0
484919,75067EM,Staph. pseudintermedius,Staphylococcus,<=0.25,,K9-F C RET,1,0,6.8,36,1,2,1.008,7,0,0,0,0,0,150,0,5,0,100,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,Staphylococcus Pseudintermedius,>1 x 10^5,,,,1,1,1,3,0,0
484992,3223CZ,E. coli hemolytic,E. Coli,2,S,K9-BOST TER,1,1,9.8,7.4,0,1,1.048,7,150,0,5,0,3,250,0,5,1,100,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,Hemolytic E. Coli,1 x 10^5,,,,1,1,1,2,0,0
485134,5929CT,Streptococcus canis,Streptococcus,,,K9-CHI,1,0,8.1,5.3,0,3,1.03,6,25,0,0,0,0,150,0,3,1,50,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,2,0,0,Streptococcus Canis,1 x 10^5,,,,0,1,1,3,0,0
485166,2256CS,E. coli non-hemolytic,E. Coli,4,S,K9-MASTIFF,1,0,5.7,78,0,3,1.024,8,75,0,0,0,0,10,0,4.5,1,50,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,0,0,E. Coli,>1 x 10^5,,,,1,2,0,0,1,14
485287,9827DF,Bacillus,Bacillus,,,K9-AUS SHEP,0,0,3.6,20,0,1,1.024,6,0,0,0,0,0,10,0,3,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,Bacillus sp,1 x 10^2,,,,1,0,0,0,0,0
485327,4479CT,Enterococcus faecalis,Enterococci,1,,K9-GOLD RET,0,0,8.9,29.6,0,2,1.022,8,150,0,5,0,0,50,0,5,1,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2,0,0,Enterococcus Faecalis,1 x 10^5,,,,1,2,0,0,0,0
485408,1362CS,Mycoplasma Sp.,Mycoplasma,,,K9-SHELTIE,1,0,10.3,13.9,0,1,1.035,7,150,0,0,0,3,250,0.1,5,1,100,1,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,0,0,Mycoplasma,>1 x 10^5,,,,1,4,0,0,1,17
485458,7765DF,Enterococcus faecalis,Enterococci,1,,K9-WELS TER,0,0,9.5,8.8,0,1,1.041,6,150,0,0,0,3,10,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,3,0,0,Enterococcus Faecalis,1 x 10^5,,,,0,0,1,1,0,0
