Patient ID,Visit#,Date of Test,Organism,Organism Group,Ampicillin,Ampicillin_RSI,Amoxi/Clav,Amoxi/Clav_RSI,Oxacillin,Penicillin,Piper/Tazob,Cefazolin,Cefazolin_RSI,Cefovecin,Cefovecin_RSI,Cefpodoxime,Cefpodoxime_RSI,Ceftazadime,Cephalexin,Cephalothin,Amikacin,Amikacin_RSI,Gentamicin,Gentamicin_RSI,Chloramphenicol,Chloramphenicol_RSI,Doxycycline,Doxycycline_RSI,Minocycline,Minocycline_RSI,Tetracycline,Tetracycline_RSI,Enrofloxacin,Marbofloxacin,Orbifloxacin,Orbifloxacin_RSI,Pradofloxacin,Pradofloxacin_RSI,Trim/Sulfa,Trim/Sulfa_RSI,Clindamycin,Erythromycin,Nitrofurantoin,Nitrofurantoin_RSI,Vancomycin,Rifampin,Imipenem,Imipenem_RSI
483006,74594EM,42580,Micrococcus Sp.,Micrococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483064,7536CR,42584,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
474803,7658CR,42585,Kleb. pneumoniae ss pneumoniae,Klebsiella,>8,,2,,,,<=8,<=1,,0.5,,<=1,,<=4,4,,<=4,,<=0.25,,4,,4,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
483089,7676CR,42585,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
470534,8133CR,42590,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
478901,8356CR,42591,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.12,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,2,<=1,<=1,
483356,8366CR,42591,Coagulase Negative Staph Group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.12,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,>4,,<=0.5,>4,<=16,,<=1,<=1,<=1,
483465,8379CR,42591,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,2,,<=0.25,,<=0.5,,,,,,,,<=1,
483352,8395CR,42591,Klebsiella pneumoniae,Klebsiella,8,,4,,,,<=8,<=1,,0.5,,<=1,,<=4,4,,<=4,,0.5,,4,,2,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
483432,8510CR,42592,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,<=0.06,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,<=0.5,,>1,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
483437,8523CR,42592,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,2,4,,,1,,<=2,,>4,<=0.25,<=16,,2,>2,<=1,
469312,9308CR,42599,Streptococcus canis,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,<=0.06,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
411303,9411CR,42599,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,0.5,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
483594,74717EM,42599,Pasteurella canis,Pasteurella,<=0.25,,<=0.25,,,,16,<=1,,<=0.25,,<=1,,<=4,1,,16,,2,,<=2,,<=0.25,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
481700,9936CR,42605,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
467623,74764EM,42609,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,8,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,0.5,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
378366,530CS,42611,Proteus mirabilis,Proteus,1,,0.5,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,0.5,,4,,4,,,,<=4,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
483983,699CS,42611,E. coli hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
475037,873CS,42612,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
424266,1358CS,42615,E. coli hemolytic,E. Coli,8,S,>8,R,,,<=8,2,S,1,S,<=1,S,<=4,4,,<=4,S,<=0.25,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
485408,1362CS,42615,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478025,1578CS,42619,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
445889,1645CS,42619,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
483656,1420CS,42620,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
484061,1784CS,42620,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,>16,,<=8,,>0.5,,>2,,>1,,1,4,,,0.5,,>4,,>4,>4,<=16,,<=1,2,<=1,
484130,1921CS,42621,Streptococcus canis,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,<=0.06,,<=2,,,,<=2,32,,<=4,,<=8,,>0.5,,>2,,>1,,0.5,4,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
484124,74874EM,42622,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,0.5,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
485166,2256CS,42625,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
484165,2242CS,42625,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,16,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
484255,2525CS,42627,Cronobacter,Cronobacter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466269,2630CS,42627,E. coli hemolytic mucoid,E. Coli,>8,S,>8,R,,,<=8,32,R,4,I,>8,R,<=4,>16,,<=4,S,0.5,S,4,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
395086,2680CS,42627,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,8,S,4,I,8,R,<=4,>16,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
484286,2804CS,42628,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
408821,2914CS,42629,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
484302,3065CS,42632,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
483723,3140CS,42632,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.25,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,2,,>1,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
477748,3195CS,42632,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484327,3054CS,42632,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.25,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
457607,3318CS,42633,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,0.5,S,<=1,S,<=4,16,,<=4,S,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
385788,3391CS,42634,Strep. bovis-eq cmplx,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,4,<=16,,<=4,,<=8,,0.25,,<=0.5,,<=0.25,,4,4,,,0.5,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
430920,3419CS,42634,Enterococcus faecalis,Enterococci,1,,0.5,,>2,2,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,0.25,,<=0.5,,0.5,,1,2,,,0.5,,<=2,,4,2,<=16,,2,>2,<=1,
436807,3486CS,42634,Staph intermedius group,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.5,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
356037,3548CS,42634,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
361085,3618CS,42635,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,32,R,8,R,>8,R,<=4,>16,,<=4,S,0.5,S,16,I,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
399066,3743CS,42636,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
465856,4097CS,42640,Proteus mirabilis,Proteus,4,,2,,,,<=8,16,,0.5,,<=1,,<=4,16,,<=4,,0.5,,16,,>8,,,,>16,,1,0.5,2,,<=0.25,,<=0.5,,,,,,,,<=1,
375843,4892CS,42646,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,>0.5,,1,,>1,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
479445,5640CS,42653,Streptococcus canis,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,<=0.06,,<=2,,,,<=2,>32,,8,,<=8,,0.25,,<=0.5,,>1,,0.5,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
484838,5789CS,42653,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,8,,8,,,,>4,>32,,8,,<=8,,<=0.12,,<=0.5,,<=0.25,,0.5,<=1,,,<=0.25,,<=2,,4,<=0.25,<=16,,2,>2,<=1,
484919,75067EM,42658,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,1,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
484170,7117CS,42665,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,16,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,2,
482611,75112EM,42666,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
485821,7182CS,42666,E. coli non-hemolytic,E. Coli,2,S,2,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,<=2,S,0.5,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
465709,7193CS,42667,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
440053,7236CS,42667,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,<=1,S,1,S,<=1,S,<=4,4,,<=4,S,0.5,S,16,I,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
485546,7286CS,42667,E. coli non-hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
485649,7358CS,42667,Staphylococcus intermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
485777,7549CS,42669,E. coli non-hemolytic,E. Coli,8,S,8,S,,,<=8,2,S,2,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
456282,7944CS,42671,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,<=0.12,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
473578,7963CS,42672,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,1,S,8,S,2,S,,,<=4,S,0.25,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
405283,7980CS,42673,E. coli hemolytic,E. Coli,1,S,4,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
485882,75161EM,42676,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476928,8635CS,42677,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
478516,8693CS,42678,E. coli hemolytic,E. Coli,>8,S,8,S,,,<=8,4,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
450615,8981CS,42681,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,>16,,<=8,,>0.5,,>2,,>1,,1,2,,,0.5,,<=2,,>4,>4,<=16,,<=1,2,2,
486570,9025CS,42681,E. coli hemolytic,E. Coli,2,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,1,S,4,S,0.5,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
451810,9325CS,42683,Staphylococcus aur. ss aureus,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,1,,<=2,,,,<=2,<=16,,<=4,,<=8,,0.25,,<=0.5,,0.5,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,0.5,<=16,,<=1,<=1,<=1,
486566,9382CS,42683,E. coli hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,1,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
463603,75216EM,42686,Staph. pseudintermedius,Staphylococcus,0.5,,<=0.25,,<=0.25,8,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,>4,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
485772,9929CS,42689,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,>0.5,,>2,,>1,,1,2,,,0.5,,<=2,,>4,1,<=16,,2,>2,<=1,
405241,9990CS,42689,Enterococcus gallinarum,Enterococci,1,,1,,>2,1,,>4,,>8,,>8,,,,>4,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,0.5,<=1,,,<=0.25,,<=2,,>4,<=0.25,<=16,,4,>2,<=1,
484768,794CT,42695,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486525,972CT,42697,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,2,2,,,0.5,,<=2,,>4,0.5,<=16,,<=1,2,<=1,
486988,1037CT,42698,Corynebacterium Sp.,Corynebacterium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492306,1147CT,42701,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,8,,<=4,S,0.5,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
487029,1140CT,42702,E. coli non-hemolytic,E. Coli,4,S,4,S,,,<=8,2,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
487009,1125CT,42705,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
487056,2049CT,42709,E. coli non-hemolytic,E. Coli,1,S,2,S,,,<=8,<=1,S,<=0.25,S,<=1,S,<=4,4,,8,I,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
487201,2320CT,42710,E. coli hemolytic,E. Coli,>8,S,>8,R,,,16,>32,S,>8,R,>8,R,<=4,>16,,<=4,S,1,S,8,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
486933,2605CT,42711,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,<=4,>16,,<=4,S,1,S,>32,R,>8,I,,,>16,R,>4,>4,>8,R,>2,R,>4,R,,,,,,,<=1,S
437359,486165M,42713,Proteus mirabilis,Proteus,1,,2,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
487400,2872CT,42713,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,0.12,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
438848,75393EM,42714,Staphylococcus aur. ss aureus,Staphylococcus,1,,0.5,,<=0.25,2,,<=2,,1,,<=2,,,,<=2,<=16,,<=4,,16,,0.25,,<=0.5,,0.5,,4,>4,,,1,,<=2,,>4,>4,<=16,,<=1,<=1,<=1,
463620,3156CT,42717,Strep. bovis-equinus complex,Streptococcus,<=0.25,,<=0.25,,<=0.25,<=0.06,,<=2,,<=0.06,,<=2,,,,<=2,<=16,,<=4,,<=8,,0.25,,<=0.5,,0.5,,1,2,,,<=0.25,,4,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
474282,3567CT,42719,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,16,>16,,<=4,S,>8,R,8,S,8,I,,,>16,R,>4,>4,>8,R,>2,R,<=0.5,S,,,,,,,<=1,S
486265,3776CT,42723,Proteus mirabilis,Proteus,1,,1,,,,<=8,4,,<=0.25,,<=1,,<=4,8,,<=4,,1,,8,,>8,,,,>16,,0.25,<=0.12,<=1,,<=0.25,,<=0.5,,,,,,,,<=1,
487576,75457EM,42726,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.5,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
465771,4389CT,42730,Enterococcus faecalis,Enterococci,1,,0.5,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,1,2,,,0.5,,>4,,>4,0.5,<=16,,<=1,2,<=1,
485327,4479CT,42731,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,8,,<=8,,>0.5,,>2,,>1,,0.5,2,,,<=0.25,,<=2,,>4,0.5,<=16,,<=1,2,<=1,
351086,4500CT,42731,E. coli non-hemolytic,E. Coli,>8,S,>8,R,,,<=8,>32,S,>8,R,>8,R,8,>16,,<=4,S,>8,R,>32,R,>8,I,,,>16,R,>4,>4,>8,R,>2,R,>4,R,,,,,,,<=1,S
425946,4691CT,42733,E. coli hemolytic,E. Coli,2,S,2,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,0.5,S,4,S,2,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
486272,4707CT,42733,Staph. pseudintermedius,Staphylococcus,<=0.25,,<=0.25,,<=0.25,0.5,,<=2,,0.25,,<=2,,,,<=2,<=16,,<=4,,<=8,,<=0.12,,<=0.5,,<=0.25,,<=0.25,<=1,,,<=0.25,,<=2,,<=0.5,<=0.25,<=16,,<=1,<=1,<=1,
483544,4720CT,42733,E. coli non-hemolytic,E. Coli,1,S,1,S,,,<=8,<=1,S,0.5,S,<=1,S,<=4,4,,<=4,S,1,S,8,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
487494,3772CT,42733,Enterococcus faecium,Enterococci,>8,,>8,,>2,>8,,>4,,>8,,>8,,,,>4,<=16,,<=4,,<=8,,>0.5,,>2,,>1,,>4,>4,,,>2,,>4,,>4,>4,>64,,<=1,>2,>4,
425613,4789CT,42733,E. coli hemolytic mucoid,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,16,,<=4,S,0.5,S,8,S,4,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
487589,4358CT,42734,Pseudomonas aeruginosa,Pseudomonas,>8,,>8,,,,<=8,>32,,>8,,>8,,<=4,>16,,<=4,,1,,>32,,>8,,,,16,,0.5,0.5,2,,<=0.25,,4,,,,,,,,<=1,
476250,5149CT,42739,Enterococcus faecalis,Enterococci,1,,1,,>2,4,,>4,,>8,,>8,,,,>4,>32,,16,,<=8,,>0.5,,>2,,>1,,2,4,,,0.5,,>4,,>4,1,<=16,,2,>2,<=1,
487694,5165CT,42740,E. coli non-hemolytic,E. Coli,4,S,8,S,,,<=8,2,S,1,S,<=1,S,<=4,16,,<=4,S,0.5,S,8,S,>8,I,,,>16,R,<=0.12,<=0.12,<=1,S,<=0.25,S,1,S,,,,,,,<=1,S
470787,5843CT,42745,E. coli hemolytic,E. Coli,>8,S,>8,R,,,<=8,16,S,2,S,8,R,<=4,>16,,<=4,S,0.5,S,8,S,1,S,,,<=4,S,<=0.12,<=0.12,<=1,S,<=0.25,S,<=0.5,S,,,,,,,<=1,S
485134,5929CT,42746,Streptococcus canis,Streptococcus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487619,5939CT,42746,Mycoplasma Sp.,Mycoplasma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
